Borough,Neighborhood,name,categories,lat,lng
Bronx,Wakefield,Lollipops Gelato,Dessert Shop,40.894123150205274,-73.84589162362325
Bronx,Wakefield,Rite Aid,Pharmacy,40.896649,-73.8448461
Bronx,Wakefield,Walgreens,Pharmacy,40.896528,-73.8447
Bronx,Wakefield,Dunkin',Donut Shop,40.8904587811365,-73.84908886747644
Bronx,Wakefield,Carvel Ice Cream,Ice Cream Shop,40.890486685759605,-73.84856772568665
Bronx,Wakefield,Shell,Gas Station,40.894187118166535,-73.84586195733382
Bronx,Wakefield,Subway,Sandwich Place,40.89046821651127,-73.8491520209833
Bronx,Wakefield,Cooler Runnings Jamaican Restaurant Inc,Caribbean Restaurant,40.898083,-73.850259
Bronx,Wakefield,Central Deli,Deli / Bodega,40.896728,-73.844387
Bronx,Wakefield,Koss Quick Wash,Laundromat,40.891281,-73.84990400000001
Bronx,Co-op City,Rite Aid,Pharmacy,40.8703448818904,-73.82830202579498
Bronx,Co-op City,Dollar Tree,Discount Store,40.87012498449601,-73.82898863175873
Bronx,Co-op City,Capri II Pizza,Pizza Place,40.87637420537464,-73.82994042507629
Bronx,Co-op City,United States Postal Service,Post Office,40.876544999714135,-73.82897794246674
Bronx,Co-op City,Bagels on Bartow,Bagel Shop,40.87028,-73.828611
Bronx,Co-op City,Arby's,Fast Food Restaurant,40.8704113,-73.828606
Bronx,Co-op City,Food Universe Marketplace,Grocery Store,40.87673987981054,-73.82898048976519
Bronx,Co-op City,Townhouse Restaurant,Restaurant,40.876085887834265,-73.82886815052547
Bronx,Co-op City,MTA MaBSTOA Bus Bx28 / Bx30 / Bx38 / MTA Bus Bx23/ BxM7/ Q50 at the Dreiser Loop / Co-op City Blvd (Section 1/2),Bus Station,40.875943195045075,-73.82940420195395
Bronx,Co-op City,truman track n field,Baseball Field,40.87496253317124,-73.83084729386773
Bronx,Co-op City,Guang Hui Chinese Restaurant,Chinese Restaurant,40.876651,-73.829092
Bronx,Co-op City,GREEN WAY IN CO OP CITY,Trail,40.87454754839479,-73.82618915642101
Bronx,Co-op City,The Park,Park,40.87764512391663,-73.83083580661068
Bronx,Co-op City,MTA MaBSTOA Bus Bx23 / Bx30 / Bx38 / Q50 at Donizetti Place & Baychester Ave (Section 1),Bus Station,40.87618793183889,-73.833838139328
Bronx,Co-op City,The City Lounge,Bar,40.87675476074219,-73.83340454101562
Bronx,Co-op City,Triangle Plaza,Plaza,40.87684685845825,-73.83408667371911
Bronx,Co-op City,Jimmy Jazz,Accessories Store,40.87328580179024,-73.82436990737915
Bronx,Eastchester,Fish & Ting,Caribbean Restaurant,40.885656,-73.829197
Bronx,Eastchester,Cozy Cottage Restaurant,Diner,40.88633207186384,-73.82761561924221
Bronx,Eastchester,Mario's Pizza,Pizza Place,40.88862762439113,-73.83126012557018
Bronx,Eastchester,Dunkin',Donut Shop,40.88538419291817,-73.8280987591753
Bronx,Eastchester,Dyre Fish Market,Seafood Restaurant,40.889317642958616,-73.83145257358296
Bronx,Eastchester,Dyre Deli Grocery,Deli / Bodega,40.88823525219036,-73.8312823268945
Bronx,Eastchester,Golden Krust Caribbean Restaurant,Caribbean Restaurant,40.888488,-73.83108299999999
Bronx,Eastchester,BowlerLand,Bowling Alley,40.88601990111869,-73.82320747767668
Bronx,Eastchester,Xing Lung Chinese Restaurant,Chinese Restaurant,40.8887854684858,-73.83122576835156
Bronx,Eastchester,McDonald's,Fast Food Restaurant,40.88563631373264,-73.82683955509486
Bronx,Eastchester,Royal Caribbean Bakery,Caribbean Restaurant,40.888249,-73.831661
Bronx,Eastchester,Dyre Ave Diner,Diner,40.887968729082246,-73.83141284372412
Bronx,Eastchester,Faithy's Kitchen,Caribbean Restaurant,40.889631712697266,-73.83128038311025
Bronx,Eastchester,4 Star Auto Glass,Automotive Shop,40.885905,-73.82732299999999
Bronx,Eastchester,Imperial beverage center,Food & Drink Shop,40.889146992600836,-73.82929692582755
Bronx,Eastchester,MTA Bus - BX 16,Bus Station,40.88790343813609,-73.83125388185631
Bronx,Eastchester,"MTA MaBSTOA & Bee-Line Bus: (Bx16, BL 52, 55)",Bus Station,40.88800860085501,-73.83133279875986
Bronx,Eastchester,MTA Subway - Eastchester/Dyre Ave (5),Metro Station,40.88798538407525,-73.83138309969671
Bronx,Eastchester,Sunshine Supermarket,Deli / Bodega,40.888888,-73.831019
Bronx,Eastchester,Adil Newsstand & Grocery,Convenience Store,40.888433208510854,-73.83127682668768
Bronx,Eastchester,NYCT - Dyre Ave CRC (5),Metro Station,40.8879373791024,-73.83147704066522
Bronx,Eastchester,Freckle's Juice,Juice Bar,40.88878559548764,-73.83117532757048
Bronx,Eastchester,MTA Bus & Bee Line Bx16/W52 @ Dyre Avenue and Light Street,Bus Stop,40.88816692651784,-73.83152504085197
Bronx,Eastchester,MTA MaBSTOA Bus Bx16 / Bx30 and Bee-line Route 52 / 60 / 61 / 62 at Dyre Ave / Boston Road (US 1),Bus Station,40.88461356066747,-73.83152944427044
Bronx,Eastchester,Dome Groomer's,Cosmetics Shop,40.884440701933244,-73.83205345211809
Bronx,Fieldston,Fieldston Road Circle,Plaza,40.89448851736085,-73.90562087134356
Bronx,Fieldston,Riverside Drive,River,40.896507486527454,-73.90826091791374
Bronx,Fieldston,Alba Portable Oxygen Concentrator,Medical Supply Store,40.893021999999995,-73.9104
Bronx,Riverdale,Riverdale Ave,Plaza,40.890424929507866,-73.91024841803598
Bronx,Riverdale,Bell Tower Park,Park,40.88917798960079,-73.90833081276627
Bronx,Riverdale,Chase Bank,Bank,40.888089,-73.907921
Bronx,Riverdale,Seton Park,Park,40.88791393116787,-73.91611321473175
Bronx,Riverdale,Briar Oaks Playground,Playground,40.89103401480143,-73.90914916992188
Bronx,Riverdale,9A North,Moving Target,40.88978340962211,-73.90895662015372
Bronx,Riverdale,Riverdale Y Greenmarket,Farmers Market,40.887641737247215,-73.91315869104763
Bronx,Riverdale,Park Lunch,Food Truck,40.887052545514,-73.91315349663765
Bronx,Riverdale,Shallash Pest Control,Home Service,40.89466945869686,-73.91321539878845
Bronx,Riverdale,Hayden On Hudson Gym,Gym,40.889593,-73.917446
Bronx,Riverdale,Raoul Wallenberg Forest,Park,40.88793548229323,-73.91602204786254
Bronx,Riverdale,MTA MaBSTOA Bus Bx7 / Bx10 / Bx20 / BxM1 / BxM2 / BxM18 at 246th St. / Hudson Parkway,Bus Station,40.89354823043404,-73.90815138816833
Bronx,Riverdale,Spuyten Duyvil Playground,Playground,40.8872269807248,-73.91605773455
Bronx,Kingsbridge,Garden Gourmet Market,Gourmet Shop,40.88135023917183,-73.90338943716417
Bronx,Kingsbridge,Leche y Miel,Latin American Restaurant,40.883742,-73.90185699999999
Bronx,Kingsbridge,Kingsbridge Social Club,Pizza Place,40.884581,-73.901999
Bronx,Kingsbridge,El Malecon,Caribbean Restaurant,40.87933806746814,-73.90445707056641
Bronx,Kingsbridge,Sam's Pizza,Pizza Place,40.87943501792795,-73.90585879861192
Bronx,Kingsbridge,Carvel Ice Cream,Ice Cream Shop,40.883657145742866,-73.90165452034793
Bronx,Kingsbridge,Smashburger,Burger Joint,40.8842208517097,-73.90033254824955
Bronx,Kingsbridge,The Bronx Public,Pub,40.87837659295958,-73.90348117090952
Bronx,Kingsbridge,Bronx Alehouse,Beer Bar,40.8846317,-73.899705
Bronx,Kingsbridge,BJ's  Wholesale Club,Warehouse Store,40.88410355664641,-73.90026731218994
Bronx,Kingsbridge,Estrellita Poblana V,Mexican Restaurant,40.879687039717524,-73.906256832975
Bronx,Kingsbridge,Mon Amour Coffee & Wine,Coffee Shop,40.88500863418534,-73.90033222698838
Bronx,Kingsbridge,El Economico Restaurant,Spanish Restaurant,40.87933018698782,-73.90459710835415
Bronx,Kingsbridge,Tilila,Bar,40.88387242577101,-73.89820853750416
Bronx,Kingsbridge,Q'Kachapa,Spanish Restaurant,40.880005888670006,-73.9041570896363
Bronx,Kingsbridge,Chipotle Mexican Grill,Mexican Restaurant,40.88456619551229,-73.9004737612446
Bronx,Kingsbridge,Buffalo Wild Wings,Wings Joint,40.88446010603608,-73.90042394399643
Bronx,Kingsbridge,MyUnique,Thrift / Vintage Store,40.88196572342435,-73.90358396335206
Bronx,Kingsbridge,The Putnam Trail,Trail,40.88518925064586,-73.89944963459462
Bronx,Kingsbridge,Loeser's Delicatessen,Sandwich Place,40.879111,-73.905693
Bronx,Kingsbridge,Picante Picante Mexican Restaurant,Mexican Restaurant,40.878252,-73.902936
Bronx,Kingsbridge,ALDI,Supermarket,40.8778363,-73.9046557
Bronx,Kingsbridge,Sugarboy Bakery Cafe,Bakery,40.877947999999996,-73.90286
Bronx,Kingsbridge,Broadway Pizza & Pasta,Pizza Place,40.87882247136464,-73.90449402840686
Bronx,Kingsbridge,Riverdale Diner,Diner,40.88518285486937,-73.89948352054364
Bronx,Kingsbridge,S & S Cheesecake,Bakery,40.88479273266669,-73.89986081581755
Bronx,Kingsbridge,Leila's Hand Dipped Chocolate,Candy Store,40.879540999999996,-73.905327
Bronx,Kingsbridge,Lot Less Closeouts,Discount Store,40.878270422202085,-73.9052646742604
Bronx,Kingsbridge,Dunkin',Donut Shop,40.879359,-73.9050772
Bronx,Kingsbridge,Enterprise Rent-A-Car,Rental Car Location,40.879866093214,-73.90384738148896
Bronx,Kingsbridge,Land & Sea Restaurant,Seafood Restaurant,40.87788463309788,-73.90587282193539
Bronx,Kingsbridge,The Local,Bar,40.87855275865213,-73.90346176628925
Bronx,Kingsbridge,Little Caesars Pizza,Pizza Place,40.88000167064909,-73.90413957385358
Bronx,Kingsbridge,GNC,Supplement Shop,40.880013,-73.90440799999999
Bronx,Kingsbridge,IHOP,Breakfast Spot,40.880422088659074,-73.90401864379297
Bronx,Kingsbridge,Subway,Sandwich Place,40.878464979323944,-73.9055176422437
Bronx,Kingsbridge,Foodtown of Riverdale,Grocery Store,40.878524,-73.905296
Bronx,Kingsbridge,KFC,Fried Chicken Joint,40.8801638310206,-73.90425289392198
Bronx,Kingsbridge,Stop & Shop,Supermarket,40.8820633,-73.9020583
Bronx,Kingsbridge,Mattress Firm,Mattress Store,40.88164138793945,-73.90306091308594
Bronx,Kingsbridge,Gold Mine Cafe,Café,40.87891576866267,-73.90469763627074
Bronx,Kingsbridge,Dunkin',Donut Shop,40.88444151875646,-73.90018467940683
Bronx,Kingsbridge,Subway,Sandwich Place,40.884486380794506,-73.9002752244727
Bronx,Kingsbridge,Petco,Pet Store,40.88412259663246,-73.89933923911794
Bronx,Kingsbridge,Mr. McGoo's,Bar,40.87941944187052,-73.90424277141844
Bronx,Kingsbridge,Silhouette Restaurant & Lounge,Latin American Restaurant,40.88070643866,-73.90268654351613
Bronx,Kingsbridge,FedEx Office Print & Ship Center,Shipping Store,40.882667,-73.901487
Bronx,Kingsbridge,Papa John's Pizza,Pizza Place,40.87846686452555,-73.90299731682387
Bronx,Kingsbridge,The Bridge Tavern,Sports Bar,40.883495380089926,-73.9017625732257
Bronx,Kingsbridge,Chase Bank,Bank,40.87918782612045,-73.90491556516147
Bronx,Kingsbridge,Popeyes Louisiana Kitchen,Fried Chicken Joint,40.87933422856829,-73.90495492507628
Bronx,Kingsbridge,Hola España,Latin American Restaurant,40.87915969295343,-73.90455296034935
Bronx,Kingsbridge,Domino's Pizza,Pizza Place,40.8842,-73.9024
Bronx,Kingsbridge,Cold Cut City,Sandwich Place,40.8791735908651,-73.90575340287347
Bronx,Kingsbridge,Rite Aid,Pharmacy,40.885481,-73.900814
Bronx,Kingsbridge,Walgreens,Pharmacy,40.8785384,-73.9047797
Bronx,Kingsbridge,Bob’s Discount Furniture and Mattress Store,Furniture / Home Store,40.877704,-73.9047193
Bronx,Kingsbridge,Staples,Print Shop,40.88101067183556,-73.90233367681503
Bronx,Kingsbridge,McDonald's,Fast Food Restaurant,40.8840672,-73.9017116
Bronx,Kingsbridge,The Circus,Farm,40.88336944580078,-73.90230560302734
Bronx,Kingsbridge,madden's Pub,Pub,40.88347546287676,-73.90164775353237
Bronx,Kingsbridge,"East Coast United Brazilian Jiu Jitsu , MMA & Yoga",Martial Arts School,40.88379203459271,-73.90157311326138
Bronx,Kingsbridge,Stella D'oro Biscuit Co,Bakery,40.883201599121094,-73.90043640136719
Bronx,Kingsbridge,Kingsbridge Wine And Spirits,Liquor Store,40.88431167602539,-73.90221405029297
Bronx,Kingsbridge,Broadway Liquors & Wines Warehouse,Liquor Store,40.884033,-73.90085400000001
Bronx,Kingsbridge,Riverdale Crossing,Shopping Plaza,40.884327,-73.89984
Bronx,Kingsbridge,The Punchbowl,Bar,40.885019560687695,-73.90066150520914
Bronx,Kingsbridge,Oni Beauty Salon,Cosmetics Shop,40.880444,-73.90731600000001
Bronx,Kingsbridge,Jc Mac Irish Pub,Bar,40.88483810424805,-73.89984130859375
Bronx,Kingsbridge,Illumination Jewelz,Jewelry Store,40.8808708190918,-73.89778900146484
Bronx,Kingsbridge,Guan Hin Restaurant,Chinese Restaurant,40.883705,-73.897896
Bronx,Kingsbridge,Van Cortlandt Deli,Deli / Bodega,40.88517705947143,-73.89952611405425
Bronx,Kingsbridge,MTA MaBSTOA Bus Bx3/Bx10 at Bailey Ave & W. 238 Street,Bus Stop,40.88426170543608,-73.89797886334658
Manhattan,Marble Hill,Arturo's,Pizza Place,40.87441177110231,-73.91027100981574
Manhattan,Marble Hill,Bikram Yoga,Yoga Studio,40.876843690797934,-73.90620384419528
Manhattan,Marble Hill,Tibbett Diner,Diner,40.8804044222466,-73.90893738006402
Manhattan,Marble Hill,Dunkin',Donut Shop,40.87713584201589,-73.90666550701411
Manhattan,Marble Hill,Starbucks,Coffee Shop,40.87753134921497,-73.90558216359267
Manhattan,Marble Hill,Astral Fitness & Wellness Center,Gym,40.87670526507199,-73.90637207670373
Manhattan,Marble Hill,Rite Aid,Pharmacy,40.875466574434704,-73.90890629016033
Manhattan,Marble Hill,Blink Fitness,Gym,40.877271495944626,-73.90559491338075
Manhattan,Marble Hill,T.J. Maxx,Department Store,40.87723198343352,-73.90504239962168
Manhattan,Marble Hill,Starbucks,Coffee Shop,40.873754554218515,-73.90861305343668
Manhattan,Marble Hill,Land & Sea Restaurant,Seafood Restaurant,40.87788463309788,-73.90587282193539
Manhattan,Marble Hill,TCR The Club of Riverdale,Tennis Stadium,40.8786283,-73.9145678
Manhattan,Marble Hill,Lot Less Closeouts,Discount Store,40.878270422202085,-73.9052646742604
Manhattan,Marble Hill,Vitamin Shoppe,Supplement Shop,40.87716,-73.905632
Manhattan,Marble Hill,Baskin-Robbins,Ice Cream Shop,40.87714929478882,-73.90665810372622
Manhattan,Marble Hill,Subway,Sandwich Place,40.8746665302951,-73.9095858429637
Manhattan,Marble Hill,GameStop,Video Game Store,40.874266802124836,-73.90934218062803
Manhattan,Marble Hill,Five Below,Discount Store,40.8772564,-73.9049384
Manhattan,Marble Hill,Subway,Sandwich Place,40.878464979323944,-73.9055176422437
Manhattan,Marble Hill,Parrilla Latina,Steakhouse,40.87747294351472,-73.90607346968568
Manhattan,Marble Hill,The Children's Place,Kids Store,40.873671591133125,-73.90815619608166
Manhattan,Marble Hill,Terrace View Delicatessen,Deli / Bodega,40.875995,-73.913151
Manhattan,Marble Hill,Studio Esthetique Day Spa,Spa,40.87868612830189,-73.91520884226871
Bronx,Woodlawn,Katonah Pizza and Pasta,Pizza Place,40.89878411126604,-73.86745706580207
Bronx,Woodlawn,Rambling House,Pub,40.898439240536966,-73.86719657644849
Bronx,Woodlawn,Patrizia's Of Woodlawn,Italian Restaurant,40.900638399332884,-73.86772361835486
Bronx,Woodlawn,Curry Spot,Indian Restaurant,40.897624941880906,-73.86714729157393
Bronx,Woodlawn,The Chipper Truck,Food Truck,40.899619499543256,-73.87147353617637
Bronx,Woodlawn,John Muir Nature Trail,Trail,40.899504,-73.873027
Bronx,Woodlawn,Sean's Quality Deli,Deli / Bodega,40.897669,-73.86744499999999
Bronx,Woodlawn,Behan's Pub,Bar,40.89858450390552,-73.86750725480708
Bronx,Woodlawn,Enterprise Rent-A-Car,Rental Car Location,40.89609114069422,-73.8653639853328
Bronx,Woodlawn,Dunkin',Donut Shop,40.896036409903786,-73.86357007637196
Bronx,Woodlawn,CTown Supermarkets,Grocery Store,40.897495761710346,-73.86736015413362
Bronx,Woodlawn,Metro North - Woodlawn Train Station,Train Station,40.895590912855496,-73.8628137399376
Bronx,Woodlawn,Just One Tavern,Beer Bar,40.89787194462981,-73.8674372026922
Bronx,Woodlawn,Ivy's Nails,Cosmetics Shop,40.900013,-73.867388
Bronx,Woodlawn,Celtic House,Pub,40.897876000000004,-73.86750699999999
Bronx,Woodlawn,Woodlawn Heights Family Market,Food & Drink Shop,40.897351,-73.86744
Bronx,Woodlawn,Woodlawn Deli,Deli / Bodega,40.897045,-73.86737
Bronx,Woodlawn,John Mulligans Fireside Pub,Pub,40.89777632017523,-73.86716049035307
Bronx,Woodlawn,The Coachman's Inn,Bar,40.90014654775011,-73.86764673430903
Bronx,Woodlawn,MTA BX 31/ BX 16 Bus Stop,Bus Station,40.89600702703934,-73.86652205152413
Bronx,Woodlawn,River Road Motor Inn,Motel,40.896439,-73.863477
Bronx,Woodlawn,The Corner Scone,Deli / Bodega,40.898598,-73.862579
Bronx,Woodlawn,Tombstone Saloon,Bar,40.896603999999996,-73.87176099999999
Bronx,Woodlawn,Muskrat Cove,Park,40.89661462254967,-73.86244620698331
Bronx,Woodlawn,Woodlawn Playground,Playground,40.899877093515826,-73.87224302213575
Bronx,Woodlawn,Bella Napoli 2,Pizza Place,40.89672979186445,-73.86231986737155
Bronx,Woodlawn,Stillwell Park,Playground,40.90210471148085,-73.8652084300118
Bronx,Woodlawn,"Woodlawn Playground, Van Cortlandt Park",Playground,40.90023281369496,-73.8723111255588
Bronx,Woodlawn,JA & A Laundromat,Laundromat,40.896364219131094,-73.87235787052754
Bronx,Woodlawn,Sandhog Memorial Site,Plaza,40.90258387362489,-73.86805658744282
Bronx,Norwood,Williamsbridge Reservoir Oval,Park,40.87703278924706,-73.87733074138687
Bronx,Norwood,Sal's Pizzeria,Pizza Place,40.875269350530566,-73.87956260705728
Bronx,Norwood,Nicky's Coffee Shop,Coffee Shop,40.874932786273384,-73.87940404957489
Bronx,Norwood,Marconi Pizzeria,Pizza Place,40.880766406357665,-73.87780801932352
Bronx,Norwood,Mosholu Park,Park,40.87823436524028,-73.8831639289856
Bronx,Norwood,Queen of Tacos,Mexican Restaurant,40.8802,-73.883434
Bronx,Norwood,Tasty Picks,Deli / Bodega,40.88166538639227,-73.8794837670074
Bronx,Norwood,V.I.P.'S Cafe,Restaurant,40.88156582814303,-73.87929923711168
Bronx,Norwood,Capital One Bank,Bank,40.8747272,-73.8796602
Bronx,Norwood,CVS pharmacy,Pharmacy,40.87903936605434,-73.87422202277044
Bronx,Norwood,Chase Bank,Bank,40.875331,-73.8798315
Bronx,Norwood,CVS pharmacy,Pharmacy,40.87449900511392,-73.87951536062447
Bronx,Norwood,Golden Krust Caribbean Restaurant,Caribbean Restaurant,40.881671999999995,-73.878996
Bronx,Norwood,SUBWAY,Sandwich Place,40.87281809506911,-73.87831163680261
Bronx,Norwood,El Presidente II,Spanish Restaurant,40.880516213384304,-73.88323277718456
Bronx,Norwood,Foodtown of Bainbridge,Grocery Store,40.873496,-73.878825
Bronx,Norwood,T-Mobile,Mobile Phone Shop,40.872766,-73.878644
Bronx,Norwood,Nicky's Pizza & Ristorante,Pizza Place,40.87337458632297,-73.88050846237203
Bronx,Norwood,M & R Pizza,Pizza Place,40.88057929014473,-73.8832210222942
Bronx,Norwood,Bx16/Bx10/Bx30 Bus Stop,Bus Station,40.8750817,-73.8796877861023
Bronx,Norwood,McDonald's,Fast Food Restaurant,40.8729072,-73.8787104
Bronx,Norwood,Chase Bank,Bank,40.87303330866416,-73.87817837297916
Bronx,Norwood,Alex's Café-sito,Food Truck,40.879776555430134,-73.87975396530413
Bronx,Norwood,Ming Liang Kitchen,Chinese Restaurant,40.879876,-73.87662900000001
Bronx,Norwood,Williamsbridge Reservoir Oval Park Track,Athletics & Sports,40.87974113853551,-73.87593536425706
Bronx,Norwood,East 205th St,Park,40.87388231771641,-73.87641197566941
Bronx,Norwood,1 Stop Grocery & Candy Store,Convenience Store,40.879907,-73.87530699999999
Bronx,Norwood,Sing Fei Chinese Restaurant,Chinese Restaurant,40.879907,-73.87530699999999
Bronx,Norwood,Pine Deli,American Restaurant,40.88034,-73.88314247131348
Bronx,Norwood,Joseph's Pizza,Pizza Place,40.87920220241614,-73.87439641829206
Bronx,Norwood,El Presidente,Latin American Restaurant,40.88037109375,-73.88343048095703
Bronx,Norwood,Happy Dragon,Chinese Restaurant,40.88041,-73.883442
Bronx,Norwood,K&S Wine & Liquor,Liquor Store,40.880348757594454,-73.88357249191725
Bronx,Norwood,Tita's Mini Market,Deli / Bodega,40.881671999999995,-73.878996
Bronx,Williamsbridge,Frank's Soup Bowl,Soup Place,40.877494,-73.85914100000001
Bronx,Williamsbridge,Club Mystique,Nightclub,40.88414927642994,-73.85647600392656
Bronx,Williamsbridge,Cue Lounge,Bar,40.884163389332585,-73.8564844261784
Bronx,Williamsbridge,The Dumplin Shop,Caribbean Restaurant,40.88414315581045,-73.856449229114
Bronx,Williamsbridge,Fine Fair Supermarket,Restaurant,40.87879,-73.86155
Bronx,Williamsbridge,Big Brother Deli,Deli / Bodega,40.878928,-73.861889
Bronx,Baychester,Caridad & Louie,Spanish Restaurant,40.86584304086998,-73.83770669702484
Bronx,Baychester,Planet Fitness,Gym / Fitness Center,40.86329786974066,-73.83556764832478
Bronx,Baychester,Dunkin',Donut Shop,40.86780008007166,-73.8333645677676
Bronx,Baychester,Chase Bank,Bank,40.866076105543534,-73.83836965596883
Bronx,Baychester,Pizza Hut,Pizza Place,40.8686218839239,-73.83380771265149
Bronx,Baychester,ALDI Food Market,Supermarket,40.863209058810845,-73.83499145507807
Bronx,Baychester,SUBWAY,Sandwich Place,40.868719,-73.83370699999999
Bronx,Baychester,Dollar Tree,Discount Store,40.8643798828125,-73.835205078125
Bronx,Baychester,Popeyes Louisiana Kitchen,Fried Chicken Joint,40.868609852793575,-73.8311248636084
Bronx,Baychester,Mattress Firm,Mattress Store,40.86882781982422,-73.83390808105469
Bronx,Baychester,Moe's Southwest Grill,Mexican Restaurant,40.86631,-73.83032
Bronx,Baychester,Petco,Pet Store,40.86320122,-73.83454249
Bronx,Baychester,7 eleven,Convenience Store,40.870079040527344,-73.83220672607422
Bronx,Baychester,Chuck E. Cheese,Arcade,40.86321585975214,-73.83326754981726
Bronx,Baychester,McDonald's,Fast Food Restaurant,40.86870592437685,-73.83058532145697
Bronx,Baychester,Dunkin',Donut Shop,40.86321156516152,-73.834300472422
Bronx,Baychester,Men's Wearhouse,Men's Store,40.869281189996855,-73.83092614068846
Bronx,Baychester,Joyful Dragon,Chinese Restaurant,40.86895881105623,-73.83417857024543
Bronx,Baychester,P.C. Richard & Son,Electronics Store,40.86811787434579,-73.83059312471943
Bronx,Baychester,Gunhill Wholesale,Food & Drink Shop,40.86777185436365,-73.84061351814675
Bronx,Baychester,Journeys,Shopping Mall,40.865951,-73.830155
Bronx,Pelham Parkway,Peach Wave,Frozen Yogurt Shop,40.85605141607515,-73.85570606675319
Bronx,Pelham Parkway,Enzo's,Italian Restaurant,40.854232311821725,-73.85436243306151
Bronx,Pelham Parkway,Sorrento Pizzeria,Pizza Place,40.85438866680259,-73.85451988387852
Bronx,Pelham Parkway,Venezia Pizzeria,Pizza Place,40.85981175200528,-73.85522374820728
Bronx,Pelham Parkway,Dunkin',Donut Shop,40.85638280761504,-73.85615916190761
Bronx,Pelham Parkway,Mr. Q's Chinese Restaurant,Chinese Restaurant,40.85579022389548,-73.8554550059393
Bronx,Pelham Parkway,Kiraku Hibachi & Sushi,Sushi Restaurant,40.853356006929786,-73.85362862246855
Bronx,Pelham Parkway,Liberty Donut & Coffee Shop,Coffee Shop,40.85533922011825,-73.85533281832504
Bronx,Pelham Parkway,Carvel Ice Cream,Ice Cream Shop,40.855022,-73.855469
Bronx,Pelham Parkway,Bronx house,Performing Arts Venue,40.8566890843586,-73.86046675741161
Bronx,Pelham Parkway,SUBWAY,Sandwich Place,40.854440999999994,-73.855065
Bronx,Pelham Parkway,Pasta Pasta,Italian Restaurant,40.85478806485715,-73.85492881053774
Bronx,Pelham Parkway,Shell,Gas Station,40.8557372,-73.85518217
Bronx,Pelham Parkway,Capital One Bank,Bank,40.8531195,-73.8539026
Bronx,Pelham Parkway,"MTA MaBSTOA Bus at Pelham Parkway & Williamsbridge Rd: (Bx8, Bx12 & +Select [SBS])",Bus Station,40.857588965994786,-73.85681970849723
Bronx,Pelham Parkway,MTA Bus - Bx8,Bus Station,40.85775844402337,-73.85654548616257
Bronx,Pelham Parkway,XO Cigar Lounge,Smoke Shop,40.856154832731505,-73.85581326762136
Bronx,Pelham Parkway,MTA Bus - Bx12/Bx12+SBS+ @ Pelham Parkway North/South & Williamsbridge Road,Bus Station,40.85741545445239,-73.8564920425415
Bronx,Pelham Parkway,Rraci's Pizza House,Pizza Place,40.856505,-73.855587
Bronx,Pelham Parkway,Peachwave Self Serve Frozen Yogurt & Smoothies,Frozen Yogurt Shop,40.85612607119437,-73.8557328669844
Bronx,Pelham Parkway,Milano Italian Delicatessen,Deli / Bodega,40.85647201538086,-73.85626220703125
Bronx,Pelham Parkway,Williamsbridge Wines & Liqour,Liquor Store,40.854440999999994,-73.855065
Bronx,Pelham Parkway,Champion Home Remodeling,Home Service,40.854918728138315,-73.85228014595708
Bronx,Pelham Parkway,Los Mejores Music Studio,Music Venue,40.85733697013081,-73.85001948946602
Bronx,Pelham Parkway,Train Tracks,Track,40.8607892198023,-73.8573236449103
Bronx,City Island,Artie's Steak and Seafood,Italian Restaurant,40.849542144998146,-73.78731730033616
Bronx,City Island,Lickety Split Ice Cream,Ice Cream Shop,40.84676548172612,-73.7864031834924
Bronx,City Island,City Island Diner,Diner,40.847237825113424,-73.78624488983156
Bronx,City Island,Bistro SK,French Restaurant,40.84638676701103,-73.78626182722242
Bronx,City Island,Crab Shanty,Seafood Restaurant,40.84880668044417,-73.78721145699679
Bronx,City Island,City Island Nautical Museum,History Museum,40.847624203536704,-73.78450645059519
Bronx,City Island,Black Whale,American Restaurant,40.846397849807644,-73.78643822317905
Bronx,City Island,Seafood City,Seafood Restaurant,40.85096727524957,-73.7897782218804
Bronx,City Island,Starving Artist Cafe & Gallery,Music Venue,40.845396,-73.786055
Bronx,City Island,Amadiz Cigars,Smoke Shop,40.85136377651722,-73.78848053398241
Bronx,City Island,Chase Bank,Bank,40.84410720348577,-73.78557694455202
Bronx,City Island,Filomena's Pizza & Pasta,Pizza Place,40.846745636130926,-73.78618942327299
Bronx,City Island,Lucky Stone Jewelry & Craft,Arts & Crafts Store,40.844459533691406,-73.7857437133789
Bronx,City Island,The Snug,Bar,40.84719881133644,-73.78646581041706
Bronx,City Island,JGL Wines and Liquor,Wine Shop,40.848667,-73.786691
Bronx,City Island,Clipper Coffee,Café,40.846334,-73.785945
Bronx,City Island,Hawkins Street Park,Park,40.84659957885742,-73.7865219116211
Bronx,City Island,Kaleidoscope Gallery,Jewelry Store,40.846466277355056,-73.78622576870174
Bronx,City Island,City Island Pharmacy,Pharmacy,40.846919,-73.78605300000001
Bronx,City Island,Papa John's Deli,Deli / Bodega,40.847668423346974,-73.78668057425612
Bronx,City Island,IGA City Island,Grocery Store,40.84929913441278,-73.78737363451076
Bronx,City Island,239 Play,Thrift / Vintage Store,40.845095,-73.785788
Bronx,City Island,Robots & Rayguns,Thrift / Vintage Store,40.845016,-73.785885
Bronx,City Island,Jac Baked Goods,Bakery,40.846140000000005,-73.782723
